IMSI,MSISDN,IMEI,IP_Address,Timestamp,MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI,Network_Type,Device_Type
2340939111926,447821244717,470955736542140,128.207.74.243,260222225411+0100,234,15,23415,61378412,62155724,54648162,234-15-***,234-15-1557-13,5G,Smartphone
2403962712863,467917410119,436344727072006,172.216.36.195,260318085656+0200,240,7,24007,45760499,30348410,54269149,240-07-***,240-07-3915-66,3G,Tablet
3101830671985,141546015851,716917494328063,61.108.94.149,260305212328-0500,310,480,310480,50113698,62358969,24330160,310-480-***,310-480-8833-65,4G,IoT Device
2343093761847,447870050506,258628053878293,24.164.131.212,260314023100+0100,234,10,23410,19668169,14949636,29003951,234-10-***,234-10-8175-34,3G,Smartphone
3102020417929,120211799313,672051345651982,223.120.207.195,260311084240-0500,310,480,310480,53163063,38619492,16118522,310-480-***,310-480-1750-41,5G,IoT Device
2062582739021,324962071002,219643349467232,174.37.172.143,260306195748+0200,206,1,20601,95875952,46366259,80207530,206-01-***,206-01-2978-45,3G,Tablet
3109279145608,130531819588,394307447340312,113.98.248.162,260302131849-0800,310,260,310260,73674613,76775311,33665782,310-260-***,310-260-3859-88,5G,Smartphone
2064597010822,324578113799,537512636353153,30.222.228.74,260301060458+0100,206,1,20601,23161945,41825487,65377624,206-01-***,206-01-6966-46,3G,Tablet
2060623972652,324835435209,180063184217762,149.135.133.180,260309233246+0200,206,5,20605,56113991,39508245,49615907,206-05-***,206-05-2204-70,5G,Tablet
2063977406335,324893929060,153765847806867,168.93.26.29,260221175506+0100,206,5,20605,23153230,70725652,76476033,206-05-***,206-05-2416-62,5G,Tablet
2064310742799,324577262570,941954551658046,48.136.216.142,260307121725+0100,206,1,20601,46210517,92208524,82804407,206-01-***,206-01-7662-37,3G,Tablet
2060165790552,324918325381,971124597933554,216.215.49.50,260303021754+0100,206,10,20610,77587480,66764586,47197817,206-10-***,206-10-1898-75,5G,Tablet
2408178847951,467271162411,321145474127238,11.14.145.47,260309132526+0100,240,8,24008,94191586,13045436,49348536,240-08-***,240-08-6656-67,4G,IoT Device
3100431038569,141557988774,861352292424375,191.162.110.3,260223105344-0600,310,480,310480,48674340,16351040,29909634,310-480-***,310-480-6680-63,4G,IoT Device
2348422223105,447827452380,993290495525782,119.158.19.206,260309125852+0100,234,30,23430,81624345,50474667,26306114,234-30-***,234-30-3725-89,3G,IoT Device
2400885474929,467651702814,133280086937515,16.141.65.190,260312061816+0200,240,24,24024,17386489,91624673,96075527,240-24-***,240-24-3381-68,4G,Smartphone
2067186375998,324556265650,482051255547813,115.228.147.244,260223161510+0100,206,10,20610,69622247,65782199,69391930,206-10-***,206-10-4206-12,3G,IoT Device
2349123478519,447710646287,862244382326487,158.73.230.92,260302014322+0000,234,38,23438,15668405,50532800,88545322,234-38-***,234-38-7944-63,3G,IoT Device
2342447146273,447314719597,859101366471589,53.43.175.70,260309114517+0100,234,33,23433,12354860,44834491,31856985,234-33-***,234-33-8593-38,3G,Smartphone
2402045650448,467083219285,524410454451895,25.207.219.4,260303103328+0100,240,8,24008,29289438,11731095,28381043,240-08-***,240-08-8553-98,3G,Tablet
2343283389888,447367112075,518186825279852,76.83.77.16,260228101554+0100,234,30,23430,50894029,13860039,25917805,234-30-***,234-30-7750-53,3G,Smartphone
2062161107603,324508907140,188915704011939,181.236.191.95,260302082656+0100,206,5,20605,36846824,34800996,57182050,206-05-***,206-05-4712-49,3G,Smartphone
2402893891190,467933428013,776719437592712,184.217.21.191,260226150950+0100,240,4,24004,57623448,60951070,66920644,240-04-***,240-04-5544-84,4G,Tablet
2061827548015,324816479473,843453326463175,193.144.229.52,260314145720+0100,206,20,20620,34064874,11716086,75987927,206-20-***,206-20-2848-50,3G,Tablet
2401266912153,467339613674,881037959465796,174.94.182.119,260322071319+0200,240,24,24024,75032899,78640894,47432067,240-24-***,240-24-9563-94,5G,Smartphone
2063201017026,324952499118,760602897347784,104.57.243.162,260227170232+0200,206,1,20601,82804811,56119311,82548572,206-01-***,206-01-3001-42,4G,Tablet
2406770028427,467624671978,823960209778280,66.233.186.174,260314030139+0100,240,16,24016,62530781,45351739,76396319,240-16-***,240-16-2951-59,4G,Tablet
3100255905616,141556503334,895282541141520,5.2.158.210,260322024448-0700,310,410,310410,82265081,53770661,15016739,310-410-***,310-410-6250-17,3G,IoT Device
3109056965917,120235785294,587659046371834,179.72.101.225,260312003114-0800,310,480,310480,45588515,16379551,49905650,310-480-***,310-480-5368-12,5G,Tablet
3101987635148,141568536649,791716877820829,158.10.153.120,260319013645-0600,310,120,310120,77001977,38582041,98691908,310-120-***,310-120-2552-85,4G,Tablet
3107232466513,151244249363,252415742303477,35.73.193.150,260307055543-0700,310,480,310480,85138440,68536768,66642448,310-480-***,310-480-1981-76,3G,Tablet
2404820700159,467316516231,866347498189847,211.166.154.17,260228110219+0100,240,4,24004,22112987,41954134,90506654,240-04-***,240-04-5468-27,3G,Tablet
2402123476490,467685158673,472767942575409,36.189.195.37,260317131039+0200,240,8,24008,14672042,98882124,17337997,240-08-***,240-08-7388-40,4G,Smartphone
2061837606441,324643275604,207501097765612,137.181.229.52,260310044234+0200,206,20,20620,45026810,77959068,18907659,206-20-***,206-20-6067-91,5G,Tablet
2340027206345,447811238296,528690257724295,1.155.144.84,260225084036+0100,234,33,23433,47822197,36664193,21327835,234-33-***,234-33-9973-51,4G,IoT Device
3100089317342,120269694215,328335069108677,118.168.166.22,260223103504-0700,310,260,310260,25906458,40129725,37265709,310-260-***,310-260-7447-58,5G,Smartphone
2063934362620,324743973597,215076500725636,163.156.106.28,260311014811+0200,206,10,20610,66813149,90154282,44390017,206-10-***,206-10-9096-58,3G,Tablet
2405990048964,467652809242,776117407572158,60.85.138.123,260316034513+0100,240,1,24001,68106835,29031501,44951103,240-01-***,240-01-1853-52,3G,Tablet
2405644948562,467372870320,408513602074276,155.113.242.177,260301192055+0200,240,1,24001,25572483,76425800,15474970,240-01-***,240-01-3095-73,4G,IoT Device
3102151342284,161793908926,203126813715041,134.89.215.193,260302010741-0700,310,480,310480,62904575,60138147,89233891,310-480-***,310-480-8499-73,3G,IoT Device
2407749050975,467923045018,908382006164236,101.108.11.126,260321073109+0200,240,4,24004,21970652,12753078,37947183,240-04-***,240-04-1473-20,4G,IoT Device
2061476492515,324937767499,667835721659266,79.89.243.122,260228194758+0200,206,20,20620,22475197,15427508,78899524,206-20-***,206-20-5668-92,5G,Smartphone
2342788147617,447522438649,164059808108186,64.43.214.206,260226022400+0100,234,38,23438,65434526,22681476,72365138,234-38-***,234-38-4673-92,5G,IoT Device
2347226016459,447779452321,910746044168006,158.19.11.202,260305032313+0100,234,20,23420,25660291,11785713,33049928,234-20-***,234-20-2339-74,3G,Smartphone
3105641220310,130503723683,215552804727601,116.134.3.179,260301145740-0800,310,480,310480,32294301,30457766,69762583,310-480-***,310-480-8974-48,5G,IoT Device
3104960501667,161798407678,893279489730806,23.120.53.48,260313232419-0800,310,120,310120,87363548,52392689,84256721,310-120-***,310-120-8364-84,3G,Smartphone
2405760243757,467283959724,623947396572934,163.42.68.123,260320142813+0200,240,16,24016,21568480,99530801,74812367,240-16-***,240-16-8755-24,4G,IoT Device
2066743380054,324722801561,928878923183745,5.49.33.90,260305152116+0100,206,5,20605,57679636,16264794,84762274,206-05-***,206-05-3561-87,4G,Smartphone
2340771199180,447812135247,779002947125521,172.146.63.82,260320031838+0000,234,38,23438,37097261,68936139,65800998,234-38-***,234-38-9444-87,5G,Smartphone
2401456532863,467266678507,295399940811556,164.158.38.35,260222161137+0100,240,24,24024,32055285,68260195,18250139,240-24-***,240-24-6592-46,5G,Smartphone
3108466845504,161792673899,975149367563410,25.187.29.112,260306012641-0500,310,260,310260,82133102,54894880,62344046,310-260-***,310-260-1947-90,5G,IoT Device
2068520089434,324881054851,164065971749075,207.243.74.232,260313210345+0200,206,5,20605,41688446,88060201,85913174,206-05-***,206-05-2520-75,5G,Tablet
2062683158935,324812661106,274568037371586,155.166.91.143,260306002626+0200,206,10,20610,88952163,85023475,79651618,206-10-***,206-10-5661-95,5G,IoT Device
3106228277288,120237702851,907454136115940,129.167.197.60,260314220707-0700,310,480,310480,80166008,30576183,25803092,310-480-***,310-480-7937-66,5G,Tablet
2342296044327,447318510679,515674829756792,203.66.167.201,260223150035+0100,234,20,23420,28592146,77748258,95424250,234-20-***,234-20-5968-47,4G,Smartphone
3109663658074,120220948181,358270789890983,145.63.171.43,260322205647-0800,310,480,310480,73865585,77463037,12505049,310-480-***,310-480-3440-51,3G,IoT Device
2409718956907,467056260856,445178191118242,181.155.41.151,260310040908+0100,240,1,24001,34517408,44299947,22029742,240-01-***,240-01-5504-36,3G,IoT Device
2062004615265,324761033993,761665808861405,145.205.81.62,260307000054+0200,206,20,20620,72387558,84238655,64636878,206-20-***,206-20-3772-17,5G,Tablet
2404891382496,467618325823,821468106870079,159.120.111.127,260226075535+0200,240,1,24001,48822404,97652074,32465588,240-01-***,240-01-7676-91,3G,Smartphone
2406539840289,467041612846,382998319855474,29.17.48.7,260321225827+0100,240,24,24024,43007935,98889317,53169555,240-24-***,240-24-5477-86,4G,IoT Device
2340970026876,447811807156,907065795620175,138.74.244.85,260302211411+0000,234,30,23430,35902794,69670203,11256721,234-30-***,234-30-6381-12,5G,Smartphone
2064337504793,324536149872,840593543999219,146.114.41.15,260302184247+0100,206,10,20610,27212939,18730772,27103487,206-10-***,206-10-6862-34,3G,IoT Device
2348948706056,447741877580,401383500468750,34.89.62.239,260312181852+0000,234,33,23433,62594409,36119862,54923454,234-33-***,234-33-5494-34,5G,Smartphone
2402541107609,467343173505,797496033199717,52.176.132.136,260306124344+0100,240,5,24005,87703269,26753912,21480272,240-05-***,240-05-7943-19,3G,Smartphone
2400704961108,467046619639,985466609076769,176.9.109.245,260224084304+0100,240,16,24016,93111718,23593293,55582551,240-16-***,240-16-6132-98,3G,Smartphone
2409193928456,467697232002,518312179685498,7.78.84.190,260312144611+0200,240,8,24008,29545414,29784909,73018412,240-08-***,240-08-4153-23,3G,Smartphone
2342038806533,447415377959,859802405946521,15.249.211.230,260222121652+0100,234,20,23420,70975394,15662934,76562688,234-20-***,234-20-7042-11,5G,IoT Device
2063756362050,324550812473,947362929500334,182.131.140.146,260311153255+0100,206,5,20605,33373562,39386305,45164890,206-05-***,206-05-4772-69,5G,Smartphone
2064102615347,324655289611,293853672338655,82.111.17.207,260228213205+0200,206,5,20605,90470126,67651904,95381661,206-05-***,206-05-3925-35,3G,Smartphone
2063042897317,324912868578,723128992558777,135.197.113.237,260306004152+0100,206,5,20605,46015375,88005556,63814070,206-05-***,206-05-9773-47,3G,Tablet
2403466925481,467214785390,724452158956776,143.80.166.79,260221180225+0100,240,5,24005,64888712,59326617,76779099,240-05-***,240-05-4325-67,3G,Tablet
2344151488814,447411150835,363934225444392,32.224.10.220,260314041753+0100,234,30,23430,82897088,45049006,11145397,234-30-***,234-30-1404-32,4G,Smartphone
2340782633373,447898775153,675516186377805,71.66.242.111,260309105231+0100,234,20,23420,28649583,87511871,27226260,234-20-***,234-20-7616-61,5G,IoT Device
2346684590902,447459999663,624302961863715,73.218.169.179,260306172948+0000,234,30,23430,86439010,70604045,95765571,234-30-***,234-30-6810-53,3G,Tablet
2340970231643,447448170580,330620575662128,184.191.229.144,260307200505+0000,234,15,23415,66158469,74189781,19229212,234-15-***,234-15-2709-96,5G,Smartphone
3107299493874,130502716938,541430649777901,31.28.108.169,260305082426-0600,310,260,310260,48642865,96744801,71244438,310-260-***,310-260-4369-49,4G,IoT Device
2349676291603,447448413768,262712985118567,7.17.149.139,260228044426+0100,234,30,23430,32124330,43925761,37833011,234-30-***,234-30-3869-63,3G,Smartphone
2407656360041,467257771183,687502742742209,136.188.141.124,260226142938+0200,240,1,24001,23490911,33788294,49479427,240-01-***,240-01-2199-91,5G,IoT Device
2404275230837,467081647090,165316646335331,125.168.230.170,260318192113+0200,240,4,24004,12152643,66597298,13750602,240-04-***,240-04-2271-95,3G,IoT Device
2402206815583,467938661331,578588645206506,164.70.86.214,260303015752+0200,240,5,24005,38557229,71575863,39540811,240-05-***,240-05-2035-38,3G,IoT Device
2404971892419,467362525715,123687819976838,126.152.220.79,260317120300+0200,240,8,24008,88848693,11783979,41219836,240-08-***,240-08-1719-18,3G,Tablet
2401025743263,467039752450,799103716403553,159.86.68.113,260318001413+0100,240,7,24007,37624348,82385198,17257686,240-07-***,240-07-4873-64,3G,IoT Device
2060171302321,324698338167,518038522336293,31.127.185.130,260318201431+0100,206,20,20620,50681488,48299416,87366028,206-20-***,206-20-9543-51,3G,Tablet
3106277689627,120266149828,335819634674746,7.4.134.180,260303054437-0600,310,410,310410,85449435,91339346,74537834,310-410-***,310-410-8883-20,4G,Tablet
2400085766656,467649160169,317919103645875,44.18.225.100,260306130609+0200,240,4,24004,17744982,97363169,61718540,240-04-***,240-04-8688-35,3G,Smartphone
3100249724399,130501166918,353434276264488,118.32.166.10,260322072443-0600,310,260,310260,98380502,61377017,88662295,310-260-***,310-260-8827-14,4G,IoT Device
2345243640270,447316864622,602848582237281,177.101.143.5,260227212509+0100,234,38,23438,70486666,86113817,38531115,234-38-***,234-38-2456-23,5G,IoT Device
2067912141614,324550937710,181948604090138,28.51.11.170,260302102029+0100,206,1,20601,10974683,60421010,90931259,206-01-***,206-01-3993-34,4G,Tablet
2345553566905,447510762091,812198644357978,137.188.23.243,260304111352+0100,234,30,23430,65448912,98614357,35224200,234-30-***,234-30-6521-87,4G,Tablet
2407397691567,467064932898,142608422714872,85.63.102.180,260307175327+0200,240,1,24001,69899586,25526124,74715566,240-01-***,240-01-6901-15,5G,Tablet
2061602564347,324528715399,186794615668633,222.22.253.13,260318232619+0100,206,5,20605,44775001,25527644,49054205,206-05-***,206-05-3792-94,5G,Smartphone
2401952569040,467983665528,990860479931608,208.125.186.63,260223210248+0100,240,2,24002,71821057,52402900,29421410,240-02-***,240-02-6574-85,3G,IoT Device
2342095481497,447474605233,170553292764208,41.225.13.227,260314132450+0000,234,30,23430,62651678,55286423,66698597,234-30-***,234-30-8467-28,5G,Tablet
3104438612590,141572927742,381543623305912,184.123.17.14,260223030750-0700,310,480,310480,60540462,67325876,32578497,310-480-***,310-480-7407-19,5G,IoT Device
2408596263013,467674926176,469388717501111,133.35.226.221,260303010106+0100,240,8,24008,75661787,96088502,99763770,240-08-***,240-08-8763-32,3G,Smartphone
2069267649215,324582606888,755738511898131,169.97.72.75,260318103131+0100,206,20,20620,34248334,90410190,34150810,206-20-***,206-20-5484-98,5G,Smartphone
2403218401184,467382603408,493790558729758,159.58.136.17,260321121405+0200,240,8,24008,57260360,91359046,82237254,240-08-***,240-08-3015-15,3G,IoT Device
2064329839542,324961844626,712123771462831,68.97.1.107,260319012212+0100,206,1,20601,94499213,46158213,94975906,206-01-***,206-01-4884-14,3G,Smartphone
2066093141818,324815155423,467282500163611,146.100.106.230,260227221720+0200,206,5,20605,33586265,80662368,51144384,206-05-***,206-05-7876-29,4G,Tablet
3101025625889,151279240822,291488626940539,189.227.24.33,260322192403-0500,310,410,310410,66135725,71443076,34575873,310-410-***,310-410-5620-80,4G,IoT Device
3108341465111,130512901487,114354156827788,179.55.90.245,260322053927-0700,310,480,310480,26735821,64421457,11865661,310-480-***,310-480-9228-46,4G,Tablet
2068909728321,324728506762,601012891538144,129.218.69.151,260306044210+0100,206,20,20620,74843897,49398948,45534249,206-20-***,206-20-9754-54,3G,IoT Device
2060797050975,324751052650,236013266731882,164.177.162.105,260222062204+0100,206,20,20620,65125778,26621878,75419352,206-20-***,206-20-4562-49,5G,IoT Device
2404562841772,467256053134,154031102665023,23.208.119.35,260303152052+0100,240,7,24007,74329883,99287389,45675021,240-07-***,240-07-4704-70,4G,Tablet
2405686211022,467380305690,682945867447163,1.92.48.106,260308194139+0200,240,24,24024,92894635,30467629,78617449,240-24-***,240-24-9119-97,5G,Smartphone
2066371892392,324612604326,123704659310668,88.123.155.22,260225233833+0100,206,10,20610,51130478,95001425,41061693,206-10-***,206-10-2884-43,5G,Smartphone
2060414545635,324520005347,476023519162475,114.74.53.207,260311112645+0200,206,20,20620,54866590,50850064,24969117,206-20-***,206-20-8851-17,5G,Tablet
2409895343961,467029109337,232388891895473,157.105.154.96,260227202548+0100,240,4,24004,81612882,30625554,15880227,240-04-***,240-04-6426-56,5G,Tablet
