IMSI,MSISDN,IMEI,IP_Address,Timestamp,MCC,MNC,PLMN,TMSI,LMSI,TLLI,LAI,RAI,Network_Type,Device_Type,Linkage_Index
206106208927997,324934832948,122136537426890,89.75.254.210,260405143436+0200,206,10,20610,34004374,45011388,36817785,206-10-9117,206-10-9117-98,4G,Smartphone,2020
234109729575512,447737007963,378969080225176,84.252.163.196,260405191853+0000,234,10,23410,64408836,64660100,67868980,234-10-5837,234-10-5837-87,3G,IoT Device,1409
3101208002264259,151220554829,793961557819214,37.219.120.135,260404191440-0600,310,120,310120,85786701,92920662,82138583,310-120-5469,310-120-5469-41,3G,Smartphone,855
234159994973203,447419222705,204404510287675,34.181.242.104,260401185528+0100,234,15,23415,60152172,66789802,75501617,234-15-4475,234-15-4475-35,4G,Smartphone,293
206016523413899,324940438983,625799314037613,146.132.111.145,260319073436+0100,206,01,20601,46763208,51410490,44928976,206-01-3293,206-01-3293-25,5G,Smartphone,31
206205217921182,324991305102,708510091905814,2.195.164.75,260403044213+0200,206,20,20620,45426719,50977606,44290385,206-20-3785,206-20-3785-40,5G,Smartphone,1757
234105537829159,447507162785,488426507429057,69.108.9.76,260406164839+0100,234,10,23410,78092341,67603043,69492076,234-10-3153,234-10-3153-35,3G,Tablet,2909
206204873570007,324516917418,688917508614873,157.145.5.63,260406032339+0100,206,20,20620,33143407,39516403,47089910,206-20-7730,206-20-7730-91,4G,IoT Device,2856
234331348202463,447483280287,385075165394117,189.101.171.97,260405135604+0100,234,33,23433,57896584,64774130,52472795,234-33-9307,234-33-9307-25,4G,Smartphone,2569
234102567974631,447771862667,808025166163386,163.150.126.96,260407201702+0000,234,10,23410,56966898,67922774,54005730,234-10-5837,234-10-5837-27,4G,Tablet,1274
3104108974275714,161791255291,644180045397944,13.146.163.84,260406192701-0600,310,410,310410,85148753,78439116,65652502,310-410-3621,310-410-3621-75,5G,IoT Device,1953
240168242781083,467000753714,324423972769036,44.177.111.98,260405090752+0100,240,16,24016,15613048,23121959,19199780,240-16-9270,240-16-9270-11,5G,Smartphone,2734
206105224113414,324912689265,824142813527383,108.220.130.161,260403030201+0100,206,10,20610,58505905,54363930,46810956,206-10-9117,206-10-9117-91,4G,Smartphone,1814
234159548521121,447594633381,734868059842769,111.231.231.65,260406113345+0000,234,15,23415,51510881,53397870,65668038,234-15-3129,234-15-3129-20,4G,Tablet,2139
206018874944231,324911407319,234144829756832,105.67.116.80,260405213212+0200,206,01,20601,43486990,46118398,25547410,206-01-1841,206-01-1841-91,5G,Smartphone,2736
206207898337320,324653539654,108441542786560,85.63.102.180,260405084118+0100,206,20,20620,46573676,39264382,27480735,206-20-1919,206-20-1919-91,5G,Smartphone,2963
234105087550562,447548188867,793361949501391,25.223.144.73,260405033538+0000,234,10,23410,69360873,56741135,67634810,234-10-1359,234-10-1359-57,4G,Tablet,1536
206104246488499,324895728575,952429469582819,195.46.57.143,260404222257+0100,206,10,20610,31722756,36011280,29813692,206-10-9117,206-10-9117-91,5G,Smartphone,551
3104809350805423,130557415181,415181174288151,174.159.152.3,260403005445-0500,310,480,310480,92082784,79373454,94635298,310-480-6644,310-480-6644-88,3G,IoT Device,2256
234103209143193,447841531189,324824843073139,41.115.192.16,260405090847+0000,234,10,23410,65524086,54787199,69053540,234-10-5295,234-10-5295-87,4G,Smartphone,1747
206054984362418,324823690362,850672089177566,45.203.225.198,260407035422+0100,206,05,20605,35530587,31834476,51955592,206-05-4457,206-05-4457-64,4G,Tablet,236
3101201410717878,161767536004,520636404579427,83.186.167.110,260401180800-0800,310,120,310120,98908489,82406252,80451133,310-120-5469,310-120-5469-30,4G,Tablet,1888
3102605997526570,120256284432,934462180811609,88.69.220.156,260405121850-0800,310,260,310260,83790825,75972886,81519187,310-260-9945,310-260-9945-88,4G,IoT Device,1973
206207424435648,324578940627,870928823057964,206.60.232.102,260403054804+0100,206,20,20620,37799217,48428506,43507674,206-20-8555,206-20-8555-91,5G,Smartphone,2802
3102600944164231,151254413727,730646636857606,188.16.79.13,260407111619-0600,310,260,310260,98811615,93238005,78987382,310-260-7029,310-260-7029-88,3G,Smartphone,603
206206530200686,324723204204,314375662470428,44.1.90.52,260405042622+0100,206,20,20620,39936315,46813149,35610133,206-20-4826,206-20-4826-98,4G,IoT Device,2018
234207741841264,447353529322,720834446973057,14.85.15.116,260403201128+0100,234,20,23420,56058783,53999837,67115820,234-20-7566,234-20-7566-27,3G,Tablet,2059
234384087474073,447872961756,558419187799061,148.1.90.3,260404095116+0000,234,38,23438,67004908,58150900,74856257,234-38-6962,234-38-6962-27,4G,Tablet,1494
240079411872742,467933175613,679637583115969,108.63.89.168,260402174658+0100,240,07,24007,36846978,21720536,22102837,240-07-1685,240-07-1685-37,4G,Tablet,2333
234154350952889,447594703969,666330944535917,60.236.40.36,260408060927+0000,234,15,23415,63584766,61010461,51503291,234-15-9017,234-15-9017-27,3G,Smartphone,741
3104100181123993,130502559879,282077140623145,210.220.220.184,260405213056-0500,310,410,310410,90133763,84444337,98882946,310-410-1530,310-410-1530-63,3G,Tablet,903
206057462268975,324611524387,279848690757931,119.29.121.102,260406163012+0200,206,05,20605,40418015,51844173,35059158,206-05-2169,206-05-2169-58,5G,IoT Device,1220
3104101054351371,161734979922,920320721080778,32.251.58.63,260406095255-0500,310,410,310410,99116983,82466603,99037488,310-410-8179,310-410-8179-88,5G,IoT Device,2190
234154343833506,447897444687,266339887490955,20.39.21.252,260406023818+0000,234,15,23415,55310311,70549213,75871015,234-15-8504,234-15-8504-87,3G,IoT Device,2948
3102607584664867,141516371206,405996221755297,100.197.104.244,260406164344-0600,310,260,310260,86132497,83409554,67504260,310-260-5498,310-260-5498-63,4G,Smartphone,876
206108617541827,324811488160,595389588019755,56.36.53.165,260404023823+0200,206,10,20610,46445333,31410581,43678337,206-10-1042,206-10-1042-68,5G,Tablet,1187
234209596604873,447782691163,383608991942268,197.228.194.232,260406182219+0100,234,20,23420,63707528,61811986,75208804,234-20-7929,234-20-7929-87,3G,Tablet,308
234153542113579,447714440057,884238279798431,165.90.185.70,260408005724+0100,234,15,23415,79584638,61440431,55751293,234-15-4817,234-15-4817-35,3G,Tablet,2017
240046542140665,467044271739,626985032712863,116.115.120.25,260401202913+0200,240,04,24004,30601290,31586846,13565148,240-04-8177,240-04-8177-43,5G,IoT Device,125
3102601810129002,120207963669,101576602051093,168.239.160.107,260405140729-0800,310,260,310260,76193648,94624106,75959492,310-260-2106,310-260-2106-88,4G,IoT Device,2443
206012202698014,324664710680,195902407703163,73.57.215.163,260402235947+0200,206,01,20601,44953472,31319952,54802115,206-01-4937,206-01-4937-91,5G,Smartphone,590
240071057940652,467332932444,989538328345199,148.27.150.166,260406182251+0200,240,07,24007,22383081,20712403,10173152,240-07-1590,240-07-1590-43,4G,Smartphone,1580
3104101870153987,141505419199,882577334985117,102.64.16.182,260405121216-0700,310,410,310410,79685743,75659793,91204417,310-410-4878,310-410-4878-41,4G,Tablet,1670
206108103068317,324841726808,117621468157129,150.140.109.51,260408104130+0200,206,10,20610,31022807,54152232,28629972,206-10-1018,206-10-1018-91,5G,Tablet,458
3104102470042955,141571200731,613877688080682,90.83.94.192,260405223941-0700,310,410,310410,79058392,74731749,81457727,310-410-8179,310-410-8179-41,4G,Smartphone,1914
206014063721366,324559282249,681522903825697,136.192.253.177,260405125930+0100,206,01,20601,33194827,44016359,45156229,206-01-9041,206-01-9041-48,3G,Smartphone,2379
206103410657299,324866562067,947951640393367,157.182.143.40,260404234904+0100,206,10,20610,58687667,52820381,41340773,206-10-9117,206-10-9117-68,5G,Tablet,1464
206057493251149,324888795312,110841074095437,222.74.29.195,260403201411+0100,206,05,20605,46627801,51831570,39611167,206-05-8025,206-05-8025-64,5G,Smartphone,661
206013273996662,324909137412,831664403917567,30.182.78.138,260402130421+0100,206,01,20601,37160582,41371417,26550443,206-01-6912,206-01-6912-64,5G,Smartphone,2240
3101200855925629,151226692325,701195962734689,174.159.152.3,260408102234-0700,310,120,310120,93877483,75558187,96781189,310-120-8361,310-120-8361-63,4G,Smartphone,1020
206010387738007,324889819687,114573996668843,150.140.109.51,260406100529+0100,206,01,20601,57609849,36584832,27966908,206-01-5952,206-01-5952-42,3G,IoT Device,1768
206052412095790,324837100943,805004368221145,2.195.164.75,260401230311+0200,206,05,20605,45187284,46463879,49656300,206-05-3973,206-05-3973-91,4G,Smartphone,258
3102600409626292,130559537621,107440209853272,56.122.139.204,260407094318-0500,310,260,310260,84743862,74556866,67696327,310-260-6850,310-260-6850-88,4G,IoT Device,1783
206105534334971,324972040932,490628092430091,30.38.190.68,260404012559+0100,206,10,20610,52840121,54845890,50598401,206-10-7284,206-10-7284-91,4G,IoT Device,1428
3102605972237091,141542884583,225334026049609,147.231.16.9,260401195940-0600,310,260,310260,73638791,76296317,78701468,310-260-9151,310-260-9151-41,4G,Smartphone,2367
240241051238282,467386736226,630941680937966,198.63.50.26,260318125347+0200,240,24,24024,10149318,33647003,17207361,240-24-6225,240-24-6225-18,4G,Tablet,23
206108146342924,324619597309,236371722185273,90.2.235.24,260401221336+0100,206,10,20610,39905000,33042645,27924471,206-10-9998,206-10-9998-42,3G,Smartphone,755
206105609406714,324978310314,574711256457227,2.195.164.75,260407232909+0100,206,10,20610,41009955,52192644,40850996,206-10-9889,206-10-9889-64,4G,Smartphone,815
234385217900531,447460557402,943179068459587,194.204.125.143,260406173122+0100,234,38,23438,64208930,69234260,60770861,234-38-2388,234-38-2388-35,3G,Tablet,1312
206051674233629,324644973471,582622706627768,38.21.226.235,260402132446+0100,206,05,20605,50447876,54660095,39543513,206-05-8253,206-05-8253-64,5G,Smartphone,203
206105749213860,324882897287,144599892456453,115.20.211.68,260402163505+0100,206,10,20610,59885353,33999460,47671297,206-10-5722,206-10-5722-55,5G,Smartphone,1868
206208101410082,324792306511,742568006825152,35.218.208.52,260405041802+0100,206,20,20620,59938981,46945516,42240442,206-20-1474,206-20-1474-91,5G,Smartphone,1683
3104106672010824,120228182238,699602079402620,92.130.201.210,260404105702-0800,310,410,310410,87813324,81631664,98607925,310-410-7730,310-410-7730-41,4G,IoT Device,571
3101201936875741,130528767044,513805347186941,10.143.234.118,260406045404-0700,310,120,310120,77632583,90225917,68477586,310-120-6727,310-120-6727-88,5G,Smartphone,1969
234385962438409,447477157368,544815330705182,159.111.210.240,260403020704+0100,234,38,23438,61729780,52975379,71686675,234-38-8170,234-38-8170-71,4G,Tablet,1221
206015152385897,324650671322,395480597090313,137.227.180.3,260408012513+0200,206,01,20601,40369858,43136888,35479301,206-01-8342,206-01-8342-98,5G,IoT Device,2045
3104107200642569,120287766183,104439066719855,24.161.237.61,260407052810-0500,310,410,310410,92878610,80161224,91884804,310-410-3621,310-410-3621-88,5G,Smartphone,126
206012837752235,324855151927,963598125410675,19.194.72.92,260407170956+0200,206,01,20601,47248415,41891657,42374406,206-01-6912,206-01-6912-98,5G,Smartphone,2685
206056348373230,324546467503,811662920954185,69.43.171.215,260402130814+0100,206,05,20605,53324677,35551610,27070235,206-05-8679,206-05-8679-64,5G,Smartphone,1652
234154203577793,447324049386,386076566231755,115.211.162.88,260405081518+0000,234,15,23415,56847897,57317965,74539211,234-15-7523,234-15-7523-35,4G,Smartphone,1655
234156432733299,447860432061,221441232170437,170.103.145.113,260404120326+0000,234,15,23415,69260173,64124035,75593247,234-15-4538,234-15-4538-87,3G,Tablet,2395
3102602634960708,141519412103,264077955538316,46.255.106.41,260404083031-0600,310,260,310260,73957176,81883376,81172199,310-260-6554,310-260-6554-63,4G,Smartphone,2882
206207086334453,324975082903,789338705698028,17.70.138.31,260405053616+0100,206,20,20620,40172306,39344987,25064637,206-20-4826,206-20-4826-68,3G,IoT Device,1618
240075046217643,467393941667,444147230788698,44.177.111.98,260405205125+0100,240,07,24007,34688540,33369766,22076311,240-07-7939,240-07-7939-99,5G,Smartphone,997
206201993892733,324709586354,685921329232662,39.24.209.106,260404063845+0100,206,20,20620,38649583,35108548,44511257,206-20-7730,206-20-7730-64,4G,Tablet,2043
3101207796319946,151209960874,926630406122983,206.80.212.15,260402212724-0700,310,120,310120,70617364,87217299,97889247,310-120-3273,310-120-3273-88,4G,Tablet,1225
240241552264124,467655295787,362605425168320,213.170.105.186,260403083411+0100,240,24,24024,37388078,16036563,15338823,240-24-8532,240-24-8532-53,5G,Smartphone,1545
206058980466171,324514782475,858679379117390,163.72.133.164,260404233101+0100,206,05,20605,56526279,43158934,39049722,206-05-2166,206-05-2166-91,4G,Tablet,1555
234386029442031,447589258490,729003103420319,76.220.220.195,260404232841+0000,234,38,23438,74967912,64764570,72313291,234-38-9749,234-38-9749-87,4G,Smartphone,646
206200006658484,324693004603,520343316089706,157.14.217.104,260404063724+0100,206,20,20620,39258327,48966053,53930729,206-20-3950,206-20-3950-64,5G,IoT Device,1194
240048166401748,467909013028,749844988332067,166.107.43.197,260404234609+0200,240,04,24004,33623364,12908317,20317894,240-04-2049,240-04-2049-40,5G,Smartphone,2501
3104107300163881,151272201032,791904673111039,158.169.60.20,260405153633-0600,310,410,310410,98677503,85503206,84647190,310-410-3513,310-410-3513-63,4G,Smartphone,2791
234208903477449,447858539111,399450030832121,113.208.175.127,260405081429+0100,234,20,23420,78692298,64320446,53395702,234-20-7779,234-20-7779-35,3G,IoT Device,1985
3101207912251575,130580915884,863177060289104,45.191.56.43,260407063030-0700,310,120,310120,73345555,94352131,72328899,310-120-4068,310-120-4068-88,4G,Smartphone,2565
206011678047805,324745292582,451746239148087,153.194.179.23,260408092651+0200,206,01,20601,38687132,40950546,44186856,206-01-4937,206-01-4937-40,4G,IoT Device,1874
234330175504935,447781412770,201605115338792,159.75.211.150,260403202521+0000,234,33,23433,72209049,68080172,58010167,234-33-1616,234-33-1616-87,4G,Smartphone,1917
206056628711716,324735955394,595668780698958,195.225.74.103,260404060508+0200,206,05,20605,56120124,52056120,29310624,206-05-7594,206-05-7594-98,4G,Smartphone,1399
206052591365177,324839260302,869720569228092,147.78.57.5,260401232415+0100,206,05,20605,31876095,35581490,33665755,206-05-9430,206-05-9430-92,4G,Smartphone,75
3101205668473236,141533774604,104103566720078,83.186.167.110,260407184100-0700,310,120,310120,79699677,76839731,92743096,310-120-8361,310-120-8361-88,5G,IoT Device,408
3101207646126149,161736319627,547946036443909,195.78.53.174,260404011444-0500,310,120,310120,80682500,72135170,87608609,310-120-9647,310-120-9647-88,4G,Smartphone,1114
206016312128331,324590692951,288282424909218,81.168.10.166,260402023851+0100,206,01,20601,50311425,31421971,27081843,206-01-6912,206-01-6912-71,5G,Smartphone,2966
240044031694743,467318815765,211439135021864,174.228.160.231,260405124429+0100,240,04,24004,21431901,30407082,28796256,240-04-7537,240-04-7537-55,4G,Smartphone,2161
234339981274392,447455174192,533082038147621,192.40.29.231,260404152434+0100,234,33,23433,77477740,73595980,56113522,234-33-6752,234-33-6752-35,5G,IoT Device,734
206203871270839,324815348713,513583790839757,143.6.121.199,260405191434+0200,206,20,20620,51184383,32876616,32067869,206-20-8555,206-20-8555-91,4G,Smartphone,2849
3104107206474055,120237501605,589102027047871,78.207.206.0,260408125536-0800,310,410,310410,74448792,77790228,97186375,310-410-3828,310-410-3828-41,3G,Tablet,2179
206109594253525,324670942065,937042019954408,2.195.164.75,260407113509+0200,206,10,20610,30403495,54530486,44645644,206-10-9889,206-10-9889-91,4G,Tablet,2216
240019396073312,467366142062,251044274024998,204.236.56.75,260405184431+0200,240,01,24001,37533802,28294926,29052146,240-01-3045,240-01-3045-37,5G,Smartphone,2631
3104101806200730,130542662497,587854653740571,172.141.163.15,260408131537-0600,310,410,310410,97070360,91541978,83595158,310-410-8372,310-410-8372-88,4G,Smartphone,713
234200218066725,447479344451,890206190677421,175.183.140.53,260402175915+0100,234,20,23420,74580871,50260640,75440806,234-20-2768,234-20-2768-35,3G,Smartphone,1662
234108931364903,447757168897,298235459319010,43.244.208.48,260403093542+0000,234,10,23410,52795452,68193091,61699294,234-10-9138,234-10-9138-27,4G,Smartphone,2027
3102600198783505,141545931813,227667392547099,155.87.65.29,260401223340-0500,310,260,310260,86764747,76479085,82173835,310-260-2293,310-260-2293-63,5G,Smartphone,1660
206102808576236,324639161350,291630654855256,26.16.134.72,260404162328+0200,206,10,20610,47251621,44970013,48201968,206-10-9327,206-10-9327-98,4G,IoT Device,2288
240073563471688,467017710869,626695055406500,56.252.171.137,260407170935+0200,240,07,24007,14884019,16621082,22411322,240-07-6425,240-07-6425-43,3G,Smartphone,2189
